title_english,status,episodes,rating,rank,popularity,favorites,score,genres,themes,scored_by_members,is_ongoing,genre_list,action,adventure,avant garde,award winning,boys love,comedy,drama,ecchi,erotica,fantasy,girls love,gourmet,hentai,horror,mystery,romance,sci-fi,slice of life,sports,supernatural,suspense,unknown
Serial Experiments Lain,Finished Airing,13.0,R - 17+ (violence & profanity),554.0,240,31100,8.09,"avant garde, award winning, drama, mystery, sci-fi, supernatural, suspense",Psychological,592784.5,0,"['avant garde', 'award winning', 'drama', 'mystery', 'sci-fi', 'supernatural', 'suspense']",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Neon Genesis Evangelion: The End of Evangelion,Finished Airing,1.0,R+ - Mild Nudity,117.0,178,30901,8.56,"action, avant garde, drama, sci-fi, suspense","Mecha, Psychological",829377.5,0,"['action', 'avant garde', 'drama', 'sci-fi', 'suspense']",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
The Future Diary,Finished Airing,26.0,R+ - Mild Nudity,2529.0,37,30874,7.38,"action, supernatural, suspense","Gore, High Stakes Game, Psychological, Survival",1669499.0,0,"['action', 'supernatural', 'suspense']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Howl's Moving Castle,Finished Airing,1.0,G - All Ages,75.0,100,30819,8.67,"adventure, award winning, drama, fantasy, romance",unknown,1209100.5,0,"['adventure', 'award winning', 'drama', 'fantasy', 'romance']",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Assassination Classroom,Finished Airing,22.0,PG-13 - Teens 13 or older,580.0,34,30804,8.07,"action, comedy",School,1699863.5,0,"['action', 'comedy']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Oshi No Ko],Finished Airing,11.0,PG-13 - Teens 13 or older,111.0,192,30433,8.57,"award winning, drama","Reincarnation, Showbiz",768184.0,0,"['award winning', 'drama']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Durarara!!,Finished Airing,24.0,R - 17+ (violence & profanity),551.0,95,30223,8.09,"action, mystery, supernatural",unknown,1070911.5,0,"['action', 'mystery', 'supernatural']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Akame ga Kill!,Finished Airing,24.0,R - 17+ (violence & profanity),2093.0,30,30155,7.48,"action, fantasy",Gore,1785410.0,0,"['action', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berserk,Finished Airing,25.0,R+ - Mild Nudity,101.0,302,30104,8.6,"action, adventure, drama, fantasy, horror","Gore, Military, Psychological",557217.0,0,"['action', 'adventure', 'drama', 'fantasy', 'horror']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Stone,Finished Airing,24.0,PG-13 - Teens 13 or older,332.0,49,30035,8.26,"adventure, comedy, sci-fi",unknown,1501403.0,0,"['adventure', 'comedy', 'sci-fi']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My Teen Romantic Comedy SNAFU,Finished Airing,13.0,PG-13 - Teens 13 or older,691.0,86,29910,8.0,"comedy, romance","Love Polygon, School",1205771.5,0,"['comedy', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Death Parade,Finished Airing,12.0,R - 17+ (violence & profanity),491.0,50,29270,8.13,"drama, fantasy, suspense","Adult Cast, High Stakes Game, Psychological",1461579.0,0,"['drama', 'fantasy', 'suspense']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Soul Eater,Finished Airing,51.0,PG-13 - Teens 13 or older,955.0,64,28955,7.85,"action, comedy, fantasy",School,1294131.0,0,"['action', 'comedy', 'fantasy']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Welcome to the N.H.K.,Finished Airing,24.0,R+ - Mild Nudity,282.0,266,28563,8.31,"comedy, drama, romance, suspense","Adult Cast, Otaku Culture, Psychological",577571.0,0,"['comedy', 'drama', 'romance', 'suspense']",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Bungo Stray Dogs,Finished Airing,12.0,R - 17+ (violence & profanity),1047.0,89,28454,7.81,"action, mystery","Adult Cast, Detective, Organized Crime, Super Power",1132437.5,0,"['action', 'mystery']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clannad,Finished Airing,23.0,PG-13 - Teens 13 or older,699.0,93,28168,7.99,"drama, romance",School,1125564.0,0,"['drama', 'romance']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyouka,Finished Airing,22.0,PG-13 - Teens 13 or older,625.0,98,27839,8.05,"mystery, slice of life",School,1056874.5,0,"['mystery', 'slice of life']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Overlord,Finished Airing,13.0,R - 17+ (violence & profanity),850.0,70,27766,7.9,"action, adventure, fantasy",Isekai,1352539.0,0,"['action', 'adventure', 'fantasy']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mushi-Shi,Finished Airing,26.0,PG-13 - Teens 13 or older,78.0,225,27761,8.65,"adventure, mystery, slice of life, supernatural","Adult Cast, Historical, Iyashikei",583401.5,0,"['adventure', 'mystery', 'slice of life', 'supernatural']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Great Teacher Onizuka,Finished Airing,43.0,R - 17+ (violence & profanity),69.0,220,27750,8.68,comedy,"Delinquents, School, Workplace",658039.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fullmetal Alchemist,Finished Airing,51.0,R - 17+ (violence & profanity),532.0,85,26434,8.11,"action, adventure, award winning, drama, fantasy",Military,1219882.5,0,"['action', 'adventure', 'award winning', 'drama', 'fantasy']",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Pet Girl of Sakurasou,Finished Airing,24.0,PG-13 - Teens 13 or older,605.0,111,26177,8.05,"drama, romance","School, Visual Arts",1013450.0,0,"['drama', 'romance']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Devilman: Crybaby,Finished Airing,10.0,R+ - Mild Nudity,1212.0,124,25388,7.74,"action, avant garde, horror, supernatural","Gore, Mythology",985407.0,0,"['action', 'avant garde', 'horror', 'supernatural']",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tokyo Revengers,Finished Airing,24.0,R - 17+ (violence & profanity),955.0,105,25286,7.85,"action, drama","Delinquents, Time Travel",1050766.5,0,"['action', 'drama']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Rising of the Shield Hero,Finished Airing,25.0,PG-13 - Teens 13 or older,803.0,68,25235,7.92,"action, adventure, drama, fantasy",Isekai,1377713.5,0,"['action', 'adventure', 'drama', 'fantasy']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,Finished Airing,11.0,R - 17+ (violence & profanity),61.0,75,25002,8.71,"action, supernatural",Historical,1328556.5,0,"['action', 'supernatural']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nichijou - My Ordinary Life,Finished Airing,26.0,PG-13 - Teens 13 or older,159.0,195,24954,8.47,comedy,"Gag Humor, School",669846.5,0,['comedy'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K-ON!,Finished Airing,13.0,PG-13 - Teens 13 or older,929.0,153,24951,7.86,comedy,"CGDCT, Music, School",846427.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elfen Lied,Finished Airing,13.0,R+ - Mild Nudity,2156.0,78,24611,7.46,"action, drama, horror, romance, suspense","Gore, Psychological, Super Power",1240139.5,0,"['action', 'drama', 'horror', 'romance', 'suspense']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Jujutsu Kaisen Season 2,Finished Airing,23.0,R - 17+ (violence & profanity),50.0,125,24567,8.74,"action, supernatural","Gore, School",960571.0,0,"['action', 'supernatural']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86 Eighty-Six,Finished Airing,11.0,R - 17+ (violence & profanity),263.0,215,24497,8.33,"action, drama, sci-fi","Mecha, Military",684025.0,0,"['action', 'drama', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Charlotte,Finished Airing,13.0,PG-13 - Teens 13 or older,1201.0,66,24432,7.75,drama,"School, Super Power",1371332.0,0,['drama'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yu Yu Hakusho: Ghost Files,Finished Airing,112.0,PG-13 - Teens 13 or older,165.0,299,24072,8.46,"action, supernatural","Martial Arts, Mythology",538993.0,0,"['action', 'supernatural']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fighting Spirit,Finished Airing,75.0,PG-13 - Teens 13 or older,39.0,355,23993,8.78,sports,Combat Sports,489517.5,0,['sports'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Monogatari Series: Second Season,Finished Airing,26.0,R - 17+ (violence & profanity),45.0,319,23971,8.76,"comedy, mystery, romance, supernatural",Vampire,536967.0,0,"['comedy', 'mystery', 'romance', 'supernatural']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Food Wars! Shokugeki no Soma,Finished Airing,24.0,PG-13 - Teens 13 or older,515.0,63,23706,8.12,"gourmet, ecchi",School,1373730.5,0,"['gourmet', 'ecchi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baccano!,Finished Airing,13.0,R - 17+ (violence & profanity),243.0,200,23553,8.35,"action, mystery, supernatural","Adult Cast, Historical, Organized Crime",666277.0,0,"['action', 'mystery', 'supernatural']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
JoJo's Bizarre Adventure: Stardust Crusaders,Finished Airing,24.0,R - 17+ (violence & profanity),522.0,110,23446,8.11,"action, adventure",Super Power,1114033.0,0,"['action', 'adventure']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maid Sama!,Finished Airing,26.0,PG-13 - Teens 13 or older,694.0,109,23403,7.99,"comedy, romance",School,1031542.5,0,"['comedy', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Princess Mononoke,Finished Airing,1.0,PG-13 - Teens 13 or older,71.0,106,23356,8.67,"action, adventure, award winning, fantasy",unknown,1095067.5,0,"['action', 'adventure', 'award winning', 'fantasy']",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Butler,Finished Airing,24.0,R - 17+ (violence & profanity),1470.0,122,23263,7.65,"action, mystery, supernatural","Historical, Mythology",937451.5,0,"['action', 'mystery', 'supernatural']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
High School DxD,Finished Airing,12.0,R+ - Mild Nudity,2780.0,90,23015,7.32,"action, comedy, romance, supernatural, ecchi","Harem, Mythology, School",1216049.0,0,"['action', 'comedy', 'romance', 'supernatural', 'ecchi']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Terror in Resonance,Finished Airing,11.0,R - 17+ (violence & profanity),564.0,123,22936,8.08,"mystery, suspense","Detective, Psychological",944408.0,0,"['mystery', 'suspense']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hellsing Ultimate,Finished Airing,10.0,R - 17+ (violence & profanity),259.0,182,22907,8.34,"action, horror, supernatural","Adult Cast, Gore, Military, Vampire",747054.5,0,"['action', 'horror', 'supernatural']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Attack on Titan Season 2,Finished Airing,12.0,R - 17+ (violence & profanity),133.0,12,22435,8.53,"action, drama, suspense","Gore, Military, Survival",2441589.0,0,"['action', 'drama', 'suspense']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bleach: Thousand-Year Blood War,Finished Airing,13.0,R - 17+ (violence & profanity),12.0,361,22427,8.99,"action, adventure, supernatural",unknown,496478.0,0,"['action', 'adventure', 'supernatural']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
I Want To Eat Your Pancreas,Finished Airing,1.0,PG-13 - Teens 13 or older,126.0,162,22407,8.55,"drama, romance",School,845875.0,0,"['drama', 'romance']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dororo,Finished Airing,24.0,R - 17+ (violence & profanity),339.0,107,22295,8.25,"action, adventure, fantasy","Historical, Mythology, Samurai",997378.5,0,"['action', 'adventure', 'fantasy']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
From the New World,Finished Airing,25.0,R - 17+ (violence & profanity),348.0,259,22238,8.25,"drama, fantasy, horror, mystery, sci-fi, suspense",Psychological,545838.5,0,"['drama', 'fantasy', 'horror', 'mystery', 'sci-fi', 'suspense']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
My Dress-Up Darling,Finished Airing,12.0,PG-13 - Teens 13 or older,477.0,129,22068,8.15,romance,"Otaku Culture, School",973012.5,0,['romance'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Higurashi: When They Cry,Finished Airing,26.0,R - 17+ (violence & profanity),916.0,246,21707,7.87,"horror, mystery, suspense","Gore, Psychological",622779.0,0,"['horror', 'mystery', 'suspense']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Apothecary Diaries,Finished Airing,24.0,PG-13 - Teens 13 or older,26.0,336,21692,8.87,"drama, mystery","Historical, Medical",527921.0,0,"['drama', 'mystery']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Attack on Titan Season 3,Finished Airing,12.0,R - 17+ (violence & profanity),85.0,18,21650,8.63,"action, drama, suspense","Gore, Military, Survival",2139058.0,0,"['action', 'drama', 'suspense']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,Finished Airing,24.0,R - 17+ (violence & profanity),183.0,133,21519,8.44,"action, adventure",Super Power,1018349.0,0,"['action', 'adventure']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuroko's Basketball,Finished Airing,25.0,PG-13 - Teens 13 or older,613.0,117,21457,8.05,sports,"School, Team Sports",1009655.0,0,['sports'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Yuri!!! On Ice,Finished Airing,12.0,PG-13 - Teens 13 or older,843.0,202,21184,7.9,"award winning, sports",Performing Arts,741511.5,0,"['award winning', 'sports']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Grand Blue Dreaming,Finished Airing,12.0,PG-13 - Teens 13 or older,184.0,240,21163,8.44,comedy,"Adult Cast, Gag Humor",652719.5,0,['comedy'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruits Basket: The Final Season,Finished Airing,13.0,PG-13 - Teens 13 or older,15.0,452,20998,8.95,"drama, romance, supernatural",unknown,399768.5,0,"['drama', 'romance', 'supernatural']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Perfect Blue,Finished Airing,1.0,R+ - Mild Nudity,125.0,280,20768,8.55,"avant garde, award winning, drama, horror, suspense","Adult Cast, Psychological, Showbiz",594709.5,0,"['avant garde', 'award winning', 'drama', 'horror', 'suspense']",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Fate/Zero Season 2,Finished Airing,12.0,R - 17+ (violence & profanity),129.0,137,20603,8.54,"action, fantasy",Urban Fantasy,952052.5,0,"['action', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Lagoon,Finished Airing,12.0,R - 17+ (violence & profanity),641.0,158,20022,8.03,action,"Adult Cast, Organized Crime",795004.0,0,['action'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Classroom of the Elite,Finished Airing,12.0,PG-13 - Teens 13 or older,977.0,103,19638,7.84,"drama, suspense","Psychological, School",1133944.0,0,"['drama', 'suspense']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
InuYasha,Finished Airing,167.0,PG-13 - Teens 13 or older,901.0,247,19539,7.87,"action, adventure, fantasy, romance","Historical, Love Polygon, Mythology, Time Travel",621518.0,0,"['action', 'adventure', 'fantasy', 'romance']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Seven Deadly Sins,Finished Airing,24.0,PG-13 - Teens 13 or older,1587.0,33,19321,7.61,"action, adventure, fantasy",unknown,1773465.5,0,"['action', 'adventure', 'fantasy']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mushoku Tensei: Jobless Reincarnation Part 2,Finished Airing,12.0,R - 17+ (violence & profanity),87.0,164,19062,8.63,"adventure, drama, fantasy, ecchi","Isekai, Reincarnation",857230.5,0,"['adventure', 'drama', 'fantasy', 'ecchi']",0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaguya-sama: Love is War?,Finished Airing,12.0,PG-13 - Teens 13 or older,89.0,99,18953,8.62,"comedy, romance",School,1181035.0,0,"['comedy', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Tatami Galaxy,Finished Airing,11.0,R - 17+ (violence & profanity),121.0,514,18833,8.55,"award winning, comedy, mystery, romance, suspense","Adult Cast, Psychological, Time Travel",315064.5,0,"['award winning', 'comedy', 'mystery', 'romance', 'suspense']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Solo Leveling,Finished Airing,12.0,R - 17+ (violence & profanity),345.0,177,18746,8.25,"action, adventure, fantasy","Adult Cast, Urban Fantasy",802740.0,0,"['action', 'adventure', 'fantasy']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Love, Chunibyo & Other Delusions!",Finished Airing,12.0,PG-13 - Teens 13 or older,1332.0,101,18520,7.7,"comedy, romance",School,1116297.5,0,"['comedy', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinland Saga Season 2,Finished Airing,24.0,R - 17+ (violence & profanity),33.0,287,18349,8.81,"action, adventure, drama","Gore, Historical",593095.5,0,"['action', 'adventure', 'drama']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Another,Finished Airing,12.0,R - 17+ (violence & profanity),2150.0,62,18219,7.46,"horror, mystery","Gore, School",1383892.0,0,"['horror', 'mystery']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spice and Wolf,Finished Airing,13.0,PG-13 - Teens 13 or older,398.0,237,18128,8.21,"adventure, drama, romance, supernatural",Adult Cast,630277.5,0,"['adventure', 'drama', 'romance', 'supernatural']",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
given,Finished Airing,11.0,PG-13 - Teens 13 or older,294.0,388,17787,8.3,"boys love, drama","Music, School",473552.5,0,"['boys love', 'drama']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assassination Classroom Second Season,Finished Airing,25.0,PG-13 - Teens 13 or older,158.0,86,17786,8.47,"action, comedy",School,1231153.0,0,"['action', 'comedy']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fruits Basket 1st Season,Finished Airing,25.0,PG-13 - Teens 13 or older,391.0,213,17546,8.21,"drama, romance, supernatural","Love Polygon, School",668756.0,0,"['drama', 'romance', 'supernatural']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
86 Eighty-Six Part 2,Finished Airing,12.0,R - 17+ (violence & profanity),58.0,408,17322,8.72,"action, drama, sci-fi","Mecha, Military",465835.0,0,"['action', 'drama', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
